time,place,status,tsunami,significance,data_type,magnitude,state,longitude,latitude,depth,date,days_since_last
1305343523645,"45 km ENE of Cantwell, Alaska",reviewed,0,10,earthquake,0.8," Alaska",-148.0747,63.4972,4.1,2011-05-14 03:25:23.645000+00:00,0.0
1306261010440,"8 km NNW of Houston, Alaska",reviewed,0,22,earthquake,1.2," Alaska",-149.8726,61.7013,35.7,2011-05-24 18:16:50.440000+00:00,10.0
1306420619618,"42 km SE of Denali National Park, Alaska",reviewed,0,19,earthquake,1.1," Alaska",-151.1592,63.2585,6.4,2011-05-26 14:36:59.618000+00:00,1.0
1306641284854,"125 km SSE of Nikolski, Alaska",reviewed,0,96,earthquake,2.5," Alaska",-168.1306,51.9029,25.3,2011-05-29 03:54:44.854000+00:00,2.0
1307589098907,"15 km NW of Willow, Alaska",reviewed,0,39,earthquake,1.6," Alaska",-150.2015,61.8622,36.7,2011-06-09 03:11:38.907000+00:00,10.0
1308485633442,"33 km SSW of Atka, Alaska",reviewed,0,62,earthquake,2.0," Alaska",-174.3391,51.9116,72.9,2011-06-19 12:13:53.442000+00:00,10.0
1309274351012,"190 km E of Atka, Alaska",reviewed,0,129,earthquake,2.9," Alaska",-171.4359,52.0471,50.0,2011-06-28 15:19:11.012000+00:00,9.0
1312586770928,"17 km ENE of Fox, Alaska",reviewed,0,19,explosion,1.1," Alaska",-147.2631,65.0126,0.0,2011-08-05 23:26:10.928000+00:00,38.0
1312684940110,"178 km S of Adak, Alaska",reviewed,0,112,earthquake,2.7," Alaska",-176.247,50.292,25.5,2011-08-07 02:42:20.110000+00:00,1.0
1313938665310,"53 km WSW of Nikolski, Alaska",reviewed,0,104,earthquake,2.6," Alaska",-169.578,52.722,5.7,2011-08-21 14:57:45.310000+00:00,14.0
1314928810903,"53 km NE of Whittier, Alaska",reviewed,0,19,ice quake,1.1," Alaska",-148.0611,61.1472,0.0,2011-09-02 02:00:10.903000+00:00,11.0
1314960953590,"170 km E of Atka, Alaska",reviewed,0,732,earthquake,6.9," Alaska",-171.708,52.171,32.0,2011-09-02 10:55:53.590000+00:00,0.0
1315026836470,"198 km ESE of Atka, Alaska",reviewed,0,246,earthquake,4.0," Alaska",-171.399,51.773,42.0,2011-09-03 05:13:56.470000+00:00,0.0
1315328114578,"38 km NW of Willow, Alaska",reviewed,0,50,earthquake,1.8," Alaska",-150.5466,61.9892,55.1,2011-09-06 16:55:14.578000+00:00,3.0
1315607450685,"69 km SW of Unalaska, Alaska",reviewed,0,74,earthquake,2.2," Alaska",-167.2741,53.4263,13.1,2011-09-09 22:30:50.685000+00:00,3.0
1316177897634,"30 km W of Ester, Alaska",reviewed,0,19,earthquake,1.1," Alaska",-148.6423,64.8808,16.5,2011-09-16 12:58:17.634000+00:00,6.0
1317644280330,"56 km SW of Harding-Birch Lakes, Alaska",reviewed,0,12,earthquake,0.9," Alaska",-147.2861,63.9576,10.0,2011-10-03 12:18:00.330000+00:00,16.0
1317986181865,"85 km WNW of Aleneva, Alaska",reviewed,0,56,earthquake,1.9," Alaska",-154.2555,58.3563,83.8,2011-10-07 11:16:21.865000+00:00,3.0
1317996669152,"54 km N of Aleneva, Alaska",reviewed,0,44,earthquake,1.7," Alaska",-152.8174,58.5444,44.9,2011-10-07 14:11:09.152000+00:00,0.0
1318944289581,"82 km NW of Yakutat, Alaska",reviewed,0,104,earthquake,2.6," Alaska",-140.7793,60.0614,5.7,2011-10-18 13:24:49.581000+00:00,10.0
1320572844810,"86 km SE of False Pass, Alaska",reviewed,0,121,earthquake,2.8," Alaska",-162.532,54.269,12.0,2011-11-06 09:47:24.810000+00:00,18.0
1321271775355,"53 km ENE of Cantwell, Alaska",reviewed,0,12,earthquake,0.9," Alaska",-147.9178,63.5082,16.5,2011-11-14 11:56:15.355000+00:00,8.0
1321725890383,"43 km NW of Nanwalek, Alaska",reviewed,0,68,earthquake,2.1," Alaska",-152.5401,59.5851,68.3,2011-11-19 18:04:50.383000+00:00,5.0
1322366191441,"64 km NNW of Yakutat, Alaska",reviewed,0,39,earthquake,1.6," Alaska",-140.1142,60.0922,14.3,2011-11-27 03:56:31.441000+00:00,7.0
1322418721480,"73 km ESE of Atka, Alaska",reviewed,0,158,earthquake,3.2," Alaska",-173.265,51.873,44.4,2011-11-27 18:32:01.480000+00:00,0.0
1325001175170,"48 km NNE of Venetie, Alaska",reviewed,0,178,earthquake,3.4," Alaska",-145.8511,67.3867,15.1,2011-12-27 15:52:55.170000+00:00,29.0
1325905529444,"64 km ENE of Pedro Bay, Alaska",reviewed,0,62,earthquake,2.0," Alaska",-153.0187,59.9746,114.7,2012-01-07 03:05:29.444000+00:00,10.0
1326666014597,"52 km S of Tonsina, Alaska",reviewed,0,30,earthquake,1.4," Alaska",-145.1931,61.1832,25.6,2012-01-15 22:20:14.597000+00:00,8.0
1327001960803,"26 km W of Akhiok, Alaska",reviewed,0,62,earthquake,2.0," Alaska",-154.6029,56.9058,15.3,2012-01-19 19:39:20.803000+00:00,3.0
1328816462489,"35 km NE of Paxson, Alaska",reviewed,0,30,earthquake,1.4," Alaska",-145.127,63.3239,8.9,2012-02-09 19:41:02.489000+00:00,21.0
1331546550548,"54 km S of Denali National Park, Alaska",reviewed,0,8,earthquake,0.7," Alaska",-151.5488,63.0618,9.4,2012-03-12 10:02:30.548000+00:00,31.0
1332019466901,"83 km SE of King Cove, Alaska",reviewed,0,68,earthquake,2.1," Alaska",-161.5104,54.4779,17.1,2012-03-17 21:24:26.901000+00:00,5.0
1334169585150,"34 km NNE of Four Mile Road, Alaska",reviewed,0,4,earthquake,0.5," Alaska",-148.892,64.9004,20.5,2012-04-11 18:39:45.150000+00:00,24.0
1334181142530,"14 km NNW of Nelson Lagoon, Alaska",reviewed,0,138,earthquake,3.0," Alaska",-161.287,56.125,196.8,2012-04-11 21:52:22.530000+00:00,0.0
1334579635328,"30 km WNW of Anchor Point, Alaska",reviewed,0,112,earthquake,2.7," Alaska",-152.2918,59.9167,78.2,2012-04-16 12:33:55.328000+00:00,4.0
1334598845030,"95 km SW of Atka, Alaska",reviewed,0,129,earthquake,2.9," Alaska",-175.267,51.647,25.4,2012-04-16 17:54:05.030000+00:00,0.0
1334602050257,"10 km NE of Healy, Alaska",reviewed,0,56,explosion,1.9," Alaska",-148.8288,63.9348,0.0,2012-04-16 18:47:30.257000+00:00,0.0
1334813662905,"19 km ESE of Skwentna, Alaska",reviewed,0,15,earthquake,1.0," Alaska",-151.0731,61.9075,65.8,2012-04-19 05:34:22.905000+00:00,2.0
1335521404113,"13 km SE of Cooper Landing, Alaska",reviewed,0,10,earthquake,0.8," Alaska",-149.628,60.4229,22.5,2012-04-27 10:10:04.113000+00:00,8.0
1335686795083,"28 km SSE of Minto, Alaska",reviewed,0,8,earthquake,0.7," Alaska",-149.0387,64.9297,10.8,2012-04-29 08:06:35.083000+00:00,1.0
1335764312654,"33 km E of Denali National Park, Alaska",reviewed,0,4,earthquake,0.5," Alaska",-151.0558,63.5261,7.6,2012-04-30 05:38:32.654000+00:00,0.0
1336000226143,"37 km N of Skwentna, Alaska",reviewed,0,188,earthquake,3.5," Alaska",-151.4621,62.325,18.1,2012-05-02 23:10:26.143000+00:00,2.0
1337403401436,"21 km SSE of Rampart, Alaska",reviewed,0,12,earthquake,0.9," Alaska",-149.9585,65.3367,7.0,2012-05-19 04:56:41.436000+00:00,16.0
1338359948151,"79 km ENE of Chignik, Alaska",reviewed,0,89,earthquake,2.4," Alaska",-157.3296,56.6947,110.7,2012-05-30 06:39:08.151000+00:00,11.0
1340087357567,"18 km NNW of Old Harbor, Alaska",reviewed,0,168,earthquake,3.3," Alaska",-153.4357,57.3557,34.7,2012-06-19 06:29:17.567000+00:00,19.0
1341187015966,"53 km E of Juneau, Alaska",reviewed,0,89,ice quake,2.4," Alaska",-133.5247,58.3887,0.0,2012-07-01 23:56:55.966000+00:00,12.0
1341733191165,"Kenai Peninsula, Alaska",reviewed,0,81,earthquake,2.3," Alaska",-151.6255,60.4311,67.4,2012-07-08 07:39:51.165000+00:00,6.0
1343017615767,"84 km NW of Karluk, Alaska",reviewed,0,2,earthquake,0.4," Alaska",-155.2874,58.1897,2.4,2012-07-23 04:26:55.767000+00:00,14.0
1343042222979,"20 km WNW of Happy Valley, Alaska",reviewed,0,39,earthquake,1.6," Alaska",-152.0806,60.0134,88.8,2012-07-23 11:17:02.979000+00:00,0.0
1343481423160,"80 km SE of Adak, Alaska",reviewed,0,129,earthquake,2.9," Alaska",-175.974,51.279,25.5,2012-07-28 13:17:03.160000+00:00,5.0
1343940181560,"58 km E of Nikolski, Alaska",reviewed,0,158,earthquake,3.2," Alaska",-168.001,53.02,51.6,2012-08-02 20:43:01.560000+00:00,5.0
1346271252889,"17 km SSW of Salcha, Alaska",reviewed,0,56,earthquake,1.9," Alaska",-147.0761,64.3906,8.5,2012-08-29 20:14:12.889000+00:00,26.0
1347146876570,"45 km N of Valdez, Alaska",reviewed,0,89,earthquake,2.4," Alaska",-146.4271,61.5342,34.5,2012-09-08 23:27:56.570000+00:00,10.0
1348124176500,"211 km SE of Attu Station, Alaska",reviewed,0,199,earthquake,3.6," Alaska",175.684,51.716,23.2,2012-09-20 06:56:16.500000+00:00,11.0
1348180953020,"69 km W of Adak, Alaska",reviewed,0,104,earthquake,2.6," Alaska",-177.631,51.949,9.8,2012-09-20 22:42:33.020000+00:00,0.0
1348925178912,"111 km WSW of Adak, Alaska",reviewed,0,62,earthquake,2.0," Alaska",-178.1501,51.5213,22.6,2012-09-29 13:26:18.912000+00:00,8.0
1349424083054,"58 km SW of Denali National Park, Alaska",reviewed,0,15,earthquake,1.0," Alaska",-152.5714,63.18,12.2,2012-10-05 08:01:23.054000+00:00,5.0
1349520281312,"47 km ENE of Whittier, Alaska",reviewed,0,44,earthquake,1.7," Alaska",-147.9312,60.9841,8.0,2012-10-06 10:44:41.312000+00:00,1.0
1350215981744,"25 km SSW of Dry Creek, Alaska",reviewed,0,168,earthquake,3.3," Alaska",-144.9338,63.4635,1.4,2012-10-14 11:59:41.744000+00:00,8.0
1350413253854,"77 km WNW of Tyonek, Alaska",reviewed,0,56,earthquake,1.9," Alaska",-152.4899,61.2967,2.2,2012-10-16 18:47:33.854000+00:00,2.0
1352624588053,"41 km SE of Denali National Park, Alaska",reviewed,0,44,earthquake,1.7," Alaska",-151.1023,63.2979,8.7,2012-11-11 09:03:08.053000+00:00,25.0
1353186347085,"106 km WSW of Adak, Alaska",reviewed,0,81,earthquake,2.3," Alaska",-178.069,51.5173,10.7,2012-11-17 21:05:47.085000+00:00,6.0
1353474265195,"39 km SSW of South Van Horn, Alaska",reviewed,0,1,earthquake,0.3," Alaska",-148.0991,64.4777,19.1,2012-11-21 05:04:25.195000+00:00,3.0
1354447819629,"25 km ESE of Denali National Park, Alaska",reviewed,0,148,earthquake,3.1," Alaska",-151.252,63.4624,0.1,2012-12-02 11:30:19.629000+00:00,11.0
1354872901211,"107 km WSW of Adak, Alaska",reviewed,0,81,earthquake,2.3," Alaska",-178.0882,51.5321,18.0,2012-12-07 09:35:01.211000+00:00,4.0
1355546969650,"83 km SE of Attu Station, Alaska",reviewed,0,554,earthquake,6.0," Alaska",174.011,52.291,26.0,2012-12-15 04:49:29.650000+00:00,7.0
1356074627703,"51 km WNW of Happy Valley, Alaska",reviewed,0,89,earthquake,2.4," Alaska",-152.6237,60.0636,101.7,2012-12-21 07:23:47.703000+00:00,6.0
1356755928783,"77 km SSE of Akhiok, Alaska",reviewed,0,158,earthquake,3.2," Alaska",-153.7563,56.2902,10.0,2012-12-29 04:38:48.783000+00:00,7.0
1357376294957,"110 km SW of Edna Bay, Alaska",reviewed,0,1425,earthquake,7.5," Alaska",-134.8591,55.228,8.7,2013-01-05 08:58:14.957000+00:00,7.0
1357879921321,"27 km NNE of Paxson, Alaska",reviewed,0,44,earthquake,1.7," Alaska",-145.4699,63.3248,1.6,2013-01-11 04:52:01.321000+00:00,5.0
1358901986060,"129 km WSW of Adak, Alaska",reviewed,0,138,earthquake,3.0," Alaska",-178.442,51.566,4.8,2013-01-23 00:46:26.060000+00:00,11.0
1360395772991,"55 km WNW of Ninilchik, Alaska",reviewed,0,50,earthquake,1.8," Alaska",-152.638,60.1528,95.5,2013-02-09 07:42:52.991000+00:00,17.0
1360445416252,"46 km ENE of Pedro Bay, Alaska",reviewed,0,104,earthquake,2.6," Alaska",-153.3542,59.968,139.3,2013-02-09 21:30:16.252000+00:00,0.0
1360522832702,"14 km SW of Chiniak, Alaska",reviewed,1,244,earthquake,3.9," Alaska",-152.4726,57.5227,33.9,2013-02-10 19:00:32.702000+00:00,0.0
1361350032590,"198 km SSE of Atka, Alaska",reviewed,1,449,earthquake,5.4," Alaska",-173.576,50.457,25.3,2013-02-20 08:47:12.590000+00:00,9.0
1361586933240,"19 km NNW of Eek, Alaska",reviewed,1,298,earthquake,4.4," Alaska",-162.1734,60.3821,10.0,2013-02-23 02:35:33.240000+00:00,2.0
1361918024277,"167 km W of Yakutat, Alaska",reviewed,1,284,earthquake,4.3," Alaska",-142.68,59.5112,5.0,2013-02-26 22:33:44.277000+00:00,3.0
1362352354150,"167 km SW of Nikolski, Alaska",reviewed,0,234,earthquake,3.9," Alaska",-170.858,52.056,29.3,2013-03-03 23:12:34.150000+00:00,5.0
1362410733459,"98 km SW of Adak, Alaska",reviewed,0,39,earthquake,1.6," Alaska",-177.7044,51.2937,23.3,2013-03-04 15:25:33.459000+00:00,0.0
1362570620200,"18 km N of Atka, Alaska",reviewed,1,340,earthquake,4.7," Alaska",-174.206,52.364,196.8,2013-03-06 11:50:20.200000+00:00,1.0
1362580261668,"38 km WNW of Willow, Alaska",reviewed,0,56,earthquake,1.9," Alaska",-150.6963,61.8871,74.6,2013-03-06 14:31:01.668000+00:00,0.0
1362850373291,"7 km N of Point MacKenzie, Alaska",reviewed,1,239,earthquake,3.8," Alaska",-149.9981,61.4293,48.2,2013-03-09 17:32:53.291000+00:00,3.0
1362935464966,"31 km SSE of Pope-Vannoy Landing, Alaska",reviewed,1,426,earthquake,5.2," Alaska",-154.2076,59.3119,9.0,2013-03-10 17:11:04.966000+00:00,0.0
1362949519659,"1 km E of Susitna, Alaska",reviewed,1,280,earthquake,4.1," Alaska",-150.4751,61.5419,61.9,2013-03-10 21:05:19.659000+00:00,0.0
1362950234704,"73 km SE of Kokhanok, Alaska",reviewed,1,306,earthquake,4.3," Alaska",-153.8604,58.9791,103.8,2013-03-10 21:17:14.704000+00:00,0.0
1364296846070,"42 km SSE of Atka, Alaska",reviewed,0,168,earthquake,3.3," Alaska",-173.91,51.862,22.9,2013-03-26 11:20:46.070000+00:00,15.0
1364904851825,"32 km NNE of Nikolski, Alaska",reviewed,0,62,earthquake,2.0," Alaska",-168.6077,53.1924,6.6,2013-04-02 12:14:11.825000+00:00,7.0
1365088373095,"73 km SW of Adak, Alaska",reviewed,0,68,earthquake,2.1," Alaska",-177.4633,51.4545,37.9,2013-04-04 15:12:53.095000+00:00,2.0
1365155586390,"293 km SW of Yakutat, Alaska",reviewed,0,148,earthquake,3.1," Alaska",-142.876,57.492,11.8,2013-04-05 09:53:06.390000+00:00,0.0
1365170644566,"96 km SE of Ugashik, Alaska",reviewed,1,385,earthquake,5.0," Alaska",-156.2346,56.9192,71.5,2013-04-05 14:04:04.566000+00:00,0.0
1365699651371,"87 km NNW of Aleneva, Alaska",reviewed,1,284,earthquake,4.3," Alaska",-153.2554,58.8244,14.9,2013-04-11 17:00:51.371000+00:00,6.0
1365826271952,"41 km WSW of Chenega, Alaska",reviewed,0,44,earthquake,1.7," Alaska",-148.7022,59.9175,4.2,2013-04-13 04:11:11.952000+00:00,1.0
1365964320850,"85 km WSW of Adak, Alaska",reviewed,0,104,earthquake,2.6," Alaska",-177.699,51.487,13.1,2013-04-14 18:32:00.850000+00:00,1.0
1366221560410,"133 km NW of Cold Bay, Alaska",reviewed,1,298,earthquake,4.4," Alaska",-164.16,56.07,22.4,2013-04-17 17:59:20.410000+00:00,2.0
1366552109450,"113 km WSW of Adak, Alaska",reviewed,1,482,earthquake,5.6," Alaska",-178.239,51.663,44.0,2013-04-21 13:48:29.450000+00:00,3.0
1366605396560,"289 km WSW of Adak, Alaska",reviewed,1,465,earthquake,5.5," Alaska",179.392,51.098,18.0,2013-04-22 04:36:36.560000+00:00,0.0
1366932646243,"38 km WSW of Venetie, Alaska",reviewed,0,50,earthquake,1.8," Alaska",-147.1969,66.8488,24.8,2013-04-25 23:30:46.243000+00:00,3.0
1367328979863,"54 km SSW of Alcan Border, Alaska",reviewed,0,35,earthquake,1.5," Alaska",-141.6571,62.2555,1.5,2013-04-30 13:36:19.863000+00:00,4.0
1367747315800,"112 km SW of Adak, Alaska",reviewed,0,129,earthquake,2.9," Alaska",-177.952,51.277,39.7,2013-05-05 09:48:35.800000+00:00,4.0
1368498820392,"90 km SE of Kokhanok, Alaska",reviewed,1,298,earthquake,4.4," Alaska",-153.8858,58.7678,12.4,2013-05-14 02:33:40.392000+00:00,8.0
1368591449718,"61 km N of Petersville, Alaska",reviewed,0,22,earthquake,1.2," Alaska",-150.5811,63.0397,106.3,2013-05-15 04:17:29.718000+00:00,1.0
1368768295804,"6 km SW of Nanwalek, Alaska",reviewed,1,370,earthquake,4.8," Alaska",-151.9979,59.3128,56.5,2013-05-17 05:24:55.804000+00:00,2.0
1370058152149,"97 km S of McCarthy, Alaska",reviewed,0,26,earthquake,1.3," Alaska",-142.5808,60.5775,9.9,2013-06-01 03:42:32.149000+00:00,14.0
1370387116039,"13 km SSE of Soldotna, Alaska",reviewed,0,12,earthquake,0.9," Alaska",-150.9726,60.3747,6.6,2013-06-04 23:05:16.039000+00:00,3.0
1370533690480,"61 km SE of Denali National Park, Alaska",reviewed,0,35,earthquake,1.5," Alaska",-150.934,63.1139,119.3,2013-06-06 15:48:10.480000+00:00,1.0
1371123780720,"100 km E of Nikolski, Alaska",reviewed,0,121,earthquake,2.8," Alaska",-167.367,52.881,35.2,2013-06-13 11:43:00.720000+00:00,6.0
1371246858428,"5 km NNW of North Pole, Alaska",reviewed,0,26,earthquake,1.3," Alaska",-147.3789,64.7991,13.3,2013-06-14 21:54:18.428000+00:00,1.0
1371626383894,"5 km WSW of Knik, Alaska",reviewed,1,398,earthquake,4.3," Alaska",-149.835,61.44,48.6,2013-06-19 07:19:43.894000+00:00,4.0
1371769566881,"15 km NNW of Glennallen, Alaska",reviewed,1,318,earthquake,4.5," Alaska",-145.6928,62.2325,23.3,2013-06-20 23:06:06.881000+00:00,1.0
1371792602533,"30 km SSW of Cantwell, Alaska",reviewed,0,19,earthquake,1.1," Alaska",-149.2578,63.1544,89.5,2013-06-21 05:30:02.533000+00:00,0.0
1372333246873,"4 km SSW of Point MacKenzie, Alaska",reviewed,1,386,earthquake,4.2," Alaska",-150.0194,61.328,55.3,2013-06-27 11:40:46.873000+00:00,6.0
1372822827020,"193 km SE of Nikolski, Alaska",reviewed,1,518,earthquake,5.8," Alaska",-167.017,51.618,5.1,2013-07-03 03:40:27.020000+00:00,5.0
1372932867443,"39 km E of Pedro Bay, Alaska",reviewed,0,56,earthquake,1.9," Alaska",-153.4178,59.7395,125.2,2013-07-04 10:14:27.443000+00:00,1.0
1373228279310,"246 km WSW of Adak, Alaska",reviewed,1,482,earthquake,5.6," Alaska",-179.908,51.03,6.8,2013-07-07 20:17:59.310000+00:00,3.0
1373372121061,"62 km ENE of Pedro Bay, Alaska",reviewed,0,62,earthquake,2.0," Alaska",-153.0674,59.9911,2.7,2013-07-09 12:15:21.061000+00:00,1.0
1373626876303,"70 km E of Port Alsworth, Alaska",reviewed,1,285,earthquake,4.3," Alaska",-153.0551,60.2672,147.5,2013-07-12 11:01:16.303000+00:00,2.0
1373793416927,"4 km WSW of Cohoe, Alaska",reviewed,1,339,earthquake,4.6," Alaska",-151.3845,60.358,57.4,2013-07-14 09:16:56.927000+00:00,1.0
1373973271230,"261 km WSW of Adak, Alaska",reviewed,1,354,earthquake,4.8," Alaska",179.77,51.181,42.3,2013-07-16 11:14:31.230000+00:00,2.0
1374674361810,"177 km WSW of Adak, Alaska",reviewed,1,400,earthquake,5.1," Alaska",-178.999,51.267,35.0,2013-07-24 13:59:21.810000+00:00,8.0
1374871039490,"45 km ENE of Ouzinkie, Alaska",reviewed,1,346,earthquake,4.7," Alaska",-151.7502,58.0157,40.3,2013-07-26 20:37:19.490000+00:00,2.0
1375392767372,"69 km WNW of Happy Valley, Alaska",reviewed,1,375,earthquake,4.8," Alaska",-152.9163,60.1423,127.6,2013-08-01 21:32:47.372000+00:00,6.0
1375751318311,"20 km NW of Port Alexander, Alaska",reviewed,0,81,earthquake,2.3," Alaska",-134.9071,56.363,10.0,2013-08-06 01:08:38.311000+00:00,4.0
1376685098520,"126 km WSW of Adak, Alaska",reviewed,0,178,earthquake,3.4," Alaska",-178.414,51.618,7.2,2013-08-16 20:31:38.520000+00:00,10.0
1376860766304,"50 km SE of Old Harbor, Alaska",reviewed,1,284,earthquake,4.3," Alaska",-152.8138,56.837,4.0,2013-08-18 21:19:26.304000+00:00,2.0
1377293337689,"98 km E of McCarthy, Alaska",reviewed,1,298,earthquake,4.4," Alaska",-141.0852,61.5689,13.3,2013-08-23 21:28:57.689000+00:00,5.0
1377452948626,"64 km W of Happy Valley, Alaska",reviewed,1,299,earthquake,4.4," Alaska",-152.8594,60.0564,103.9,2013-08-25 17:49:08.626000+00:00,1.0
1377639692556,"67 km SE of Denali National Park, Alaska",reviewed,1,400,earthquake,5.0," Alaska",-150.6038,63.2047,129.5,2013-08-27 21:41:32.556000+00:00,2.0
1377719301223,"146 km SE of Chignik, Alaska",reviewed,0,178,earthquake,3.4," Alaska",-156.9439,55.2698,67.5,2013-08-28 19:48:21.223000+00:00,0.0
1377879902300,"101 km SW of Atka, Alaska",reviewed,0,758,earthquake,7.0," Alaska",-175.2297,51.537,29.0,2013-08-30 16:25:02.300000+00:00,1.0
1378261950600,"81 km SSW of Atka, Alaska",reviewed,1,650,earthquake,6.5," Alaska",-174.7671,51.5573,20.0,2013-09-04 02:32:30.600000+00:00,4.0
1378268190110,"90 km SSW of Atka, Alaska",reviewed,1,518,earthquake,5.8," Alaska",-174.717,51.449,26.6,2013-09-04 04:16:30.110000+00:00,0.0
1378275409830,"80 km SSW of Atka, Alaska",reviewed,1,500,earthquake,5.7," Alaska",-174.7888,51.5733,21.0,2013-09-04 06:16:49.830000+00:00,0.0
1378276023560,"82 km SSW of Atka, Alaska",reviewed,1,554,earthquake,6.0," Alaska",-174.8537,51.573,17.0,2013-09-04 06:27:03.560000+00:00,0.0
1378289045100,"93 km S of Unalaska, Alaska",reviewed,1,385,earthquake,5.0," Alaska",-166.7451,53.0455,10.12,2013-09-04 10:04:05.100000+00:00,0.0
1378359819620,"85 km SSW of Atka, Alaska",reviewed,1,482,earthquake,5.6," Alaska",-174.583,51.463,20.0,2013-09-05 05:43:39.620000+00:00,0.0
1378375766770,"85 km SSW of Atka, Alaska",reviewed,1,400,earthquake,5.1," Alaska",-174.5367,51.4602,25.16,2013-09-05 10:09:26.770000+00:00,0.0
1378861379396,"4 km NE of Eagle River, Alaska",reviewed,1,324,earthquake,4.0," Alaska",-149.5121,61.3476,41.3,2013-09-11 01:02:59.396000+00:00,5.0
1378960862890,"56 km W of Anchor Point, Alaska",reviewed,1,263,earthquake,4.1," Alaska",-152.8311,59.7738,11.3,2013-09-12 04:41:02.890000+00:00,1.0
1379118433470,"87 km SSW of Atka, Alaska",reviewed,1,416,earthquake,5.2," Alaska",-174.7226,51.4751,19.14,2013-09-14 00:27:13.470000+00:00,1.0
1379178543970,"89 km SSW of Atka, Alaska",reviewed,1,449,earthquake,5.4," Alaska",-174.6338,51.4341,24.76,2013-09-14 17:09:03.970000+00:00,0.0
1379262097150,"77 km SSW of Atka, Alaska",reviewed,1,572,earthquake,6.1," Alaska",-174.716,51.5751,24.02,2013-09-15 16:21:37.150000+00:00,0.0
1379274478896,"93 km SSW of Atka, Alaska",reviewed,0,89,earthquake,2.4," Alaska",-174.732,51.4218,9.0,2013-09-15 19:47:58.896000+00:00,0.0
1379928078178,"12 km NW of Susitna, Alaska",reviewed,1,211,earthquake,3.7," Alaska",-150.6464,61.6329,6.0,2013-09-23 09:21:18.178000+00:00,7.0
1380117496540,"127 km W of Attu Station, Alaska",reviewed,1,449,earthquake,5.4," Alaska",171.3036,52.9375,23.31,2013-09-25 13:58:16.540000+00:00,2.0
1380162937900,"72 km WSW of Port Alexander, Alaska",reviewed,1,298,earthquake,4.4," Alaska",-135.6148,55.8969,2.7,2013-09-26 02:35:37.900000+00:00,0.0
1381006086920,"15 km ESE of Susitna North, Alaska",reviewed,0,12,earthquake,0.9," Alaska",-149.5722,62.1251,52.8,2013-10-05 20:48:06.920000+00:00,9.0
1381348144430,"64 km SSW of Nikolski, Alaska",reviewed,1,400,earthquake,5.1," Alaska",-169.3514,52.4386,35.0,2013-10-09 19:49:04.430000+00:00,3.0
1383431530360,"154 km S of False Pass, Alaska",reviewed,1,385,earthquake,5.0," Alaska",-163.663,53.475,36.8,2013-11-02 22:32:10.360000+00:00,24.0
1383472633678,"68 km SSW of Adak, Alaska",reviewed,0,39,earthquake,1.6," Alaska",-177.0413,51.3095,13.1,2013-11-03 09:57:13.678000+00:00,0.0
1383664478981,"18 km NNE of Wiseman, Alaska",reviewed,0,104,earthquake,2.6," Alaska",-149.9698,67.5658,5.8,2013-11-05 15:14:38.981000+00:00,2.0
1383928150903,"84 km E of Chignik, Alaska",reviewed,0,112,earthquake,2.7," Alaska",-157.0409,56.3542,61.2,2013-11-08 16:29:10.903000+00:00,3.0
1384193894688,"53 km W of Happy Valley, Alaska",reviewed,1,259,earthquake,4.1," Alaska",-152.6705,60.0199,91.8,2013-11-11 18:18:14.688000+00:00,3.0
1384315059890,"167 km WSW of Adak, Alaska",reviewed,1,518,earthquake,5.8," Alaska",-178.9984,51.5477,20.0,2013-11-13 03:57:39.890000+00:00,1.0
1384486516710,"163 km WSW of Adak, Alaska",reviewed,1,432,earthquake,5.3," Alaska",-178.9014,51.4634,25.29,2013-11-15 03:35:16.710000+00:00,1.0
1384688412065,"32 km SW of Petersville, Alaska",reviewed,1,312,earthquake,4.5," Alaska",-151.2274,62.3038,79.3,2013-11-17 11:40:12.065000+00:00,2.0
1385128688101,"35 km NE of Pedro Bay, Alaska",reviewed,1,284,earthquake,4.3," Alaska",-153.6137,59.9875,167.5,2013-11-22 13:58:08.101000+00:00,5.0
1385483712149,"22 km W of Clam Gulch, Alaska",reviewed,0,81,earthquake,2.3," Alaska",-151.7975,60.2624,70.3,2013-11-26 16:35:12.149000+00:00,4.0
1386286329967,"54 km N of Petersville, Alaska",reviewed,0,74,earthquake,2.2," Alaska",-150.9261,62.9805,114.4,2013-12-05 23:32:09.967000+00:00,9.0
1386397316773,"15 km ESE of Kasilof, Alaska",reviewed,0,22,earthquake,1.2," Alaska",-151.0142,60.2927,66.3,2013-12-07 06:21:56.773000+00:00,1.0
1386401787434,"59 km WSW of Akhiok, Alaska",reviewed,1,454,earthquake,5.4," Alaska",-155.0699,56.7434,54.5,2013-12-07 07:36:27.434000+00:00,0.0
1386434650843,"115 km SE of Perryville, Alaska",reviewed,1,400,earthquake,5.1," Alaska",-157.8381,55.1842,28.3,2013-12-07 16:44:10.843000+00:00,0.0
1386953129740,"47 km SSE of Old Harbor, Alaska",reviewed,1,234,earthquake,3.9," Alaska",-152.8859,56.8402,10.0,2013-12-13 16:45:29.740000+00:00,6.0
1387278391526,"60 km NW of Skwentna, Alaska",reviewed,0,39,earthquake,1.6," Alaska",-152.1722,62.3983,109.2,2013-12-17 11:06:31.526000+00:00,3.0
